src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
24.39.17.204,204.227.111.110,52837,62940,TCP,833,2023-10-25 10:24:52,847,FIN,Box enjoy evening seem final same surface.,881,Bulgaria,Suspicious,marykelly
22.70.7.238,15.209.15.229,31328,26733,ICMP,740,2023-10-25 06:50:49,2178,ACK,Memory his service nor yet boy. What window miss ok garden.,1060,Palestinian Territory,Failed,kylesalas
53.15.85.104,165.200.31.39,30390,21811,TCP,754,2023-10-25 03:58:46,7226,RST,Professional class give environment decide. Open loss performance professor bill identify prevent.,1751,Ukraine,Suspicious,phorn
86.75.58.5,122.52.26.231,40435,58834,ICMP,1047,2023-10-25 01:44:37,9960,RST,Everyone issue local international more successful meet majority. Before general sport people.,3478,Faroe Islands,Failed,pamela38
76.26.250.222,52.238.94.117,46765,60540,TCP,987,2023-10-25 05:16:45,5845,RST,Black anyone produce mind sometimes at key. Respond world of.,1125,Gambia,Failed,dukenathan
179.31.10.66,115.35.43.15,55990,19805,UDP,432,2023-10-24 20:18:30,6786,ACK,Military church add region. Clear relate serve. Three wind eye black court thank.,85,Martinique,Suspicious,edwardsjohn
146.236.232.163,106.45.230.207,20302,54206,UDP,1412,2023-10-25 00:06:12,3498,RST,"North book organization learn. Serious door Mr than cut.
Scene bring hospital technology drug box.",84,Yemen,Normal,starkjessica
87.250.86.230,55.186.54.174,15653,32834,ICMP,313,2023-10-25 03:07:34,7599,ACK,Institution foreign compare factor. Pressure hour they agreement cold.,1386,Swaziland,Failed,kimberly35
29.47.181.211,76.227.149.159,49742,9034,UDP,66,2023-10-24 15:51:36,966,FIN,Chair staff society five. Population member morning discuss party grow.,822,New Caledonia,Failed,wwilliams
151.163.223.121,112.81.217.171,11497,55388,UDP,343,2023-10-25 10:10:22,9612,FIN,Land situation Congress language film family prevent. Billion kid life ago.,2858,Turkey,Failed,rbrooks
205.145.62.75,220.53.75.95,26993,46079,UDP,377,2023-10-24 15:45:33,690,SYN,Fear car degree. Thing somebody kind activity health use dinner.,2329,Oman,Failed,sarahrobbins
19.207.116.37,80.176.115.51,2716,40694,TCP,354,2023-10-24 19:20:04,4828,ACK,Exist six down describe before star address south. Example pull sister ready.,628,United States Virgin Islands,Failed,christopher27
222.84.206.207,141.37.4.255,4977,11777,TCP,1004,2023-10-24 19:35:59,3392,SYN,Store one course accept economy street. Him huge early note agency heart. Page man scene.,3177,Hong Kong,Suspicious,angela25
80.19.234.149,59.26.199.252,28233,55852,UDP,1253,2023-10-24 19:11:57,9444,RST,Read big professional law. Shoulder memory could yes budget maintain environment.,1095,New Caledonia,Failed,michaelreynolds
55.113.197.102,15.130.193.14,56688,36047,TCP,1262,2023-10-24 15:52:41,1548,FIN,Congress only simply its enter drive. Easy behind development thank however capital.,2848,Angola,Failed,ashleycolon
219.196.102.91,162.121.8.167,45099,15959,UDP,760,2023-10-24 16:45:54,2620,FIN,Before mission car exist. Free surface special listen sense fund.,283,Timor-Leste,Suspicious,jenny65
91.121.222.125,89.137.188.226,13422,14749,UDP,1057,2023-10-25 07:58:18,8921,SYN,Young here between alone likely. Black nation others.,3531,China,Suspicious,williamsmark
217.230.146.244,98.138.139.237,26722,36408,ICMP,190,2023-10-24 21:10:55,9424,ACK,Popular kind include. Put lawyer either prepare suggest exactly whether child.,710,Zimbabwe,Suspicious,kingdanielle
67.87.150.244,223.52.3.3,65447,60895,ICMP,241,2023-10-25 05:33:00,8134,RST,Notice you suffer whole fast education stock. Smile away always expert audience listen.,489,Bahamas,Suspicious,edwardsbrianna
38.79.89.70,84.157.118.65,61276,62674,UDP,982,2023-10-25 13:25:38,4462,FIN,Hour describe bring. Education daughter explain director interview allow.,2364,Madagascar,Suspicious,pcollins
125.183.113.116,46.16.219.196,27168,55200,UDP,828,2023-10-24 15:25:54,9010,FIN,Ten design find reality dark. Road watch country likely.,2007,Angola,Failed,stokesnicholas
184.121.190.123,103.54.175.127,47636,8695,TCP,983,2023-10-24 20:34:40,9171,FIN,Key truth toward design. Still night home gas consider final keep increase.,2730,Serbia,Suspicious,ncross
60.46.60.245,147.255.0.75,3977,51762,UDP,870,2023-10-24 23:34:51,5177,ACK,Defense exist give. Research he family government able. Policy country drop.,2333,Pitcairn Islands,Failed,glenn12
119.96.157.118,104.72.114.34,56249,8504,TCP,1437,2023-10-25 04:05:42,4880,ACK,Wide red area maintain green road crime.,2513,Mongolia,Failed,erik82
20.250.10.248,109.118.197.127,12423,33391,TCP,1349,2023-10-24 17:34:16,9824,FIN,Off budget situation view try expert trial. Food trial peace get.,1670,Libyan Arab Jamahiriya,Normal,daniel05
30.163.150.182,105.140.162.34,60876,15277,UDP,286,2023-10-25 04:00:57,130,SYN,Local another section throughout various. Would discover three.,2867,Liechtenstein,Failed,huertabradley
4.225.239.72,132.180.71.51,20455,863,TCP,501,2023-10-25 04:04:46,6533,FIN,Ability able chair last else. Onto trouble tell.,3392,Burundi,Failed,nicholshoward
111.221.50.201,91.31.99.130,9771,2275,TCP,366,2023-10-24 18:15:51,9302,FIN,Carry party when. Practice fire factor. Draw explain case generation forget issue.,2524,Guatemala,Suspicious,kimberly96
58.226.110.151,159.120.53.146,54296,63882,ICMP,1288,2023-10-25 12:53:40,7480,SYN,Carry more father vote me summer.,3553,Korea,Normal,danielmiles
25.248.1.24,14.53.191.66,22261,4022,TCP,240,2023-10-25 00:05:21,8244,SYN,Represent check court itself former garden. Really cause hope central business five western.,1214,India,Normal,wrightrebecca
131.243.149.154,205.77.10.235,34713,3438,ICMP,372,2023-10-24 18:08:52,112,FIN,Drive believe man. Condition Congress success purpose example painting author.,1614,Mayotte,Failed,harperlinda
150.187.19.175,147.244.30.33,65503,7565,TCP,1374,2023-10-24 18:54:08,1802,FIN,Here court fall. Like peace down economic much half.,2159,French Guiana,Suspicious,panderson
99.41.228.161,6.105.67.141,34668,2947,ICMP,1396,2023-10-25 01:53:00,1004,SYN,Thing plant brother growth. Scientist inside increase career senior laugh.,1314,Germany,Normal,william49
113.243.1.55,38.42.138.238,17540,32425,UDP,838,2023-10-25 11:39:58,1654,RST,Share least guess writer yet fish.,1101,Japan,Normal,turnerlisa
218.194.43.144,114.220.212.125,41275,42946,UDP,236,2023-10-24 17:47:45,542,RST,Writer that I investment. Difficult important majority line cut account.,330,Saint Kitts and Nevis,Normal,vickiealexander
40.122.96.201,90.62.96.196,42961,23915,UDP,514,2023-10-24 19:53:54,6400,SYN,Likely particular artist radio watch. Field his level join current knowledge.,2025,Mauritania,Suspicious,claytonraymond
89.102.1.150,207.168.210.221,54296,10158,TCP,262,2023-10-25 00:12:14,5952,ACK,The she head tax town. Much only air available significant foreign job.,1924,Western Sahara,Suspicious,zmills
120.193.27.43,167.121.26.76,22437,60621,TCP,181,2023-10-25 02:34:42,6068,RST,Deep stay prepare bill. Former particular small hour.,2462,Australia,Normal,rachelbennett
93.77.185.250,188.72.169.91,17834,15341,ICMP,666,2023-10-24 19:31:59,1292,SYN,Water than state kind onto action include. Social break window wife sort.,1531,Equatorial Guinea,Suspicious,gregoryrhodes
134.175.87.32,74.139.244.32,18648,6133,UDP,115,2023-10-25 02:29:04,9532,RST,Size doctor character response system similar imagine. Near high check.,879,Haiti,Suspicious,daniel22
150.131.252.132,144.197.95.39,56590,37805,ICMP,124,2023-10-24 21:50:35,2015,SYN,Role smile before price sense manage young control. Six unit civil six. Feel film wear.,551,South Africa,Normal,teresascott
52.162.234.16,146.140.144.230,20489,20048,ICMP,1057,2023-10-24 15:10:48,1039,FIN,Lose card model end author Mr series president. Back way peace at.,2535,Nigeria,Failed,lisabruce
122.148.26.218,45.164.24.241,3426,23737,UDP,758,2023-10-25 01:08:25,5835,SYN,Night crime image coach. Boy population industry produce.,1974,Suriname,Suspicious,blambert
1.2.233.214,19.196.145.239,49812,31813,TCP,1365,2023-10-25 02:09:27,7696,RST,Despite boy attorney discussion. Rule resource store will remember education.,920,Saudi Arabia,Failed,vstanley
102.72.226.25,184.215.205.208,57540,171,UDP,921,2023-10-25 05:42:47,6115,ACK,Answer turn bag recently method modern world season.,522,Sweden,Normal,lloydkelly
70.213.87.36,1.246.19.204,7054,9679,TCP,1495,2023-10-25 02:09:45,1535,FIN,More capital factor along. Modern history seem those yes.,3461,Argentina,Normal,jennifer92
220.133.224.166,171.75.114.230,43241,57878,UDP,1178,2023-10-25 11:30:07,4529,SYN,Quite scientist sense foot. Term I himself.,107,Singapore,Normal,amymartinez
178.64.246.25,1.212.172.199,55629,62781,ICMP,1454,2023-10-24 18:38:36,1555,ACK,Truth officer fear positive. Character scientist item end ball education.,1783,Nigeria,Failed,lisablair
47.192.53.156,18.192.103.37,50185,3993,TCP,881,2023-10-25 13:56:48,5932,ACK,Type late involve sport generation help. Until tend car will force material.,2502,Papua New Guinea,Suspicious,csmith
207.247.72.129,89.221.237.8,64952,47015,UDP,1254,2023-10-25 13:02:07,489,RST,Size per woman build. Another purpose commercial man make different inside.,1457,Heard Island and McDonald Islands,Normal,jamesflores
68.199.58.202,149.24.10.95,18704,14079,UDP,454,2023-10-25 08:16:27,9618,ACK,Staff as along exactly personal. Next ball effort.,2083,Svalbard & Jan Mayen Islands,Suspicious,benjamin12
27.250.24.52,57.153.166.200,427,27877,TCP,1463,2023-10-25 12:28:37,9353,FIN,Thus mean young successful model grow science. Energy would employee every gun can war.,2179,Mongolia,Suspicious,kaitlyn69
53.181.196.215,95.186.82.204,12698,45687,UDP,161,2023-10-25 07:19:00,4270,ACK,Since sign free pass address ever tree. Smile state as.,2317,Grenada,Normal,andrea30
53.134.21.58,136.175.98.159,32600,425,TCP,1373,2023-10-24 17:32:33,9925,FIN,Ball soon doctor. However full walk air include remain us realize.,2353,Bolivia,Failed,phall
179.106.61.121,73.154.95.251,20675,26580,ICMP,665,2023-10-24 19:02:57,7266,RST,Play human dream level create anything. Guess art international cold street.,2266,Timor-Leste,Failed,ebonyburnett
34.7.19.153,216.130.174.181,12864,21006,ICMP,1038,2023-10-25 11:14:28,6670,FIN,Finish prove member material perform. Year adult room medical top blue.,477,Bouvet Island (Bouvetoya),Normal,colemichael
84.181.26.197,46.62.237.201,20570,17493,TCP,1125,2023-10-25 07:18:26,3601,ACK,Week attack TV course focus. West respond suddenly. Really billion half.,2581,China,Suspicious,zmartin
106.201.196.90,215.220.226.29,34332,14343,ICMP,381,2023-10-24 23:33:12,2997,RST,Image serious improve young low poor Republican. Often official avoid official family eat together.,145,Samoa,Normal,ryanhunter
58.121.238.62,102.123.141.189,47816,32397,TCP,819,2023-10-25 06:15:44,5180,RST,"When same raise sense business pay.
Computer recently act eye. All recognize just both report half.",2755,Mozambique,Suspicious,william62
87.23.211.7,75.71.193.61,26684,62752,TCP,672,2023-10-25 04:05:58,4175,RST,Positive effort yard boy account today. Director expert court author thing. Yard cut service hear.,3361,Grenada,Failed,bethclark
175.39.238.171,33.239.225.238,65220,33469,TCP,853,2023-10-25 04:20:50,6988,RST,Modern about get attack everything offer. Explain computer table order.,3222,Azerbaijan,Failed,danielsnyder
169.162.56.162,143.230.114.75,59588,33267,ICMP,1423,2023-10-24 16:55:47,6832,ACK,Stand difference fire environment base time drive. Benefit statement special son quality.,1938,Slovakia (Slovak Republic),Normal,samuelflores
158.32.59.47,68.248.252.50,57164,14147,UDP,244,2023-10-24 21:51:06,5303,FIN,Ahead after thank admit information civil. Address management must any explain often.,2642,Mali,Normal,jeff69
21.0.17.42,25.235.231.153,31740,51839,ICMP,1474,2023-10-25 07:32:10,6582,FIN,Only affect wait activity. Number week level resource expect identify condition.,2774,Lebanon,Normal,allisoncopeland
126.16.143.97,158.153.236.138,61912,40389,ICMP,1370,2023-10-24 18:15:34,2962,SYN,Become approach moment American defense.,1836,Luxembourg,Failed,ian72
150.82.235.207,35.43.175.185,33908,52190,ICMP,1152,2023-10-25 00:07:58,8679,FIN,Loss contain over three weight spring interest. North guy also child summer performance town.,2881,Burundi,Suspicious,juliacoffey
220.228.135.190,150.81.47.46,57998,1081,ICMP,1332,2023-10-24 16:57:11,3135,SYN,Talk season size wear. Increase character amount away candidate in author. Dark opportunity blood.,1558,Nigeria,Suspicious,campbelljames
146.43.243.60,94.76.151.135,23921,31229,UDP,360,2023-10-24 17:42:20,4567,SYN,Produce culture law heavy couple. Skin kind until base. Stop course short.,908,Qatar,Failed,todd93
82.6.212.233,29.180.202.32,31343,44555,ICMP,252,2023-10-25 02:59:35,6203,RST,Yourself decade voice respond. Laugh analysis within recognize. Answer seem memory but.,3394,Kazakhstan,Failed,cookdaniel
125.254.51.83,23.196.45.122,64835,42494,ICMP,634,2023-10-24 17:52:20,9999,ACK,Region never send air. Wish generation former general.,2763,Congo,Normal,anita02
30.100.131.45,57.142.10.16,61486,19414,ICMP,1234,2023-10-25 04:04:45,1097,RST,Wait themselves read technology beyond. Join pass bill base.,1407,France,Suspicious,gonzalesronald
66.169.4.7,98.79.6.204,46130,32508,TCP,1296,2023-10-25 04:13:46,4252,RST,Poor almost outside risk question. Hand reality notice employee.,1543,Brazil,Failed,hlindsey
29.137.29.245,72.144.95.142,31799,29834,UDP,326,2023-10-25 04:14:48,5598,ACK,Easy building nothing start now be. Day senior here stand.,222,Madagascar,Suspicious,michelle44
57.192.92.79,183.49.135.7,54552,51943,TCP,1342,2023-10-25 13:48:11,2352,SYN,Fund play decision tonight. Drug moment positive available discussion. Visit discover open.,194,Malaysia,Normal,anthony33
43.170.109.52,114.94.117.117,35263,9097,UDP,857,2023-10-24 17:34:20,653,FIN,Camera professor police too present. Every of parent share country beat him.,1251,Paraguay,Normal,hturner
39.92.162.11,146.254.118.78,3932,19072,UDP,1342,2023-10-25 09:03:32,7243,SYN,Full whether next kid entire owner with. Nothing bill generation great first near.,1862,American Samoa,Normal,caitlinmathis
165.110.115.238,98.170.177.181,32149,17556,ICMP,650,2023-10-25 06:14:52,1300,FIN,Audience none eight put else nature democratic. Keep tough store discuss.,3031,Christmas Island,Normal,anthony21
202.16.40.42,66.48.104.173,1726,7812,UDP,1393,2023-10-24 18:24:40,4741,ACK,Apply speech produce everybody wonder plant. Language pick piece federal subject magazine they.,1804,Zambia,Normal,arellanojerry
81.9.73.193,30.203.177.213,19344,9909,ICMP,816,2023-10-24 19:16:12,9869,FIN,Fly decide figure sense. Hard lawyer such president instead at election.,1851,Sweden,Suspicious,hgoodman
165.27.19.134,75.140.44.205,35968,99,UDP,816,2023-10-25 06:01:19,2956,SYN,Similar energy short laugh information. Hard from one trade administration peace.,2914,Guinea,Normal,robbinsstephanie
55.12.167.136,35.192.226.158,22569,26969,TCP,798,2023-10-25 04:22:23,7133,RST,System hand miss physical. Mission send despite economy.,1873,Gabon,Suspicious,wagnerwendy
73.172.234.82,159.242.46.38,24081,26698,ICMP,424,2023-10-24 21:38:01,7222,SYN,Stand himself car be sing structure simple note. East want establish write number.,2632,Dominican Republic,Failed,kennedyvictoria
222.21.238.16,196.235.245.159,40302,37670,TCP,982,2023-10-25 14:30:15,583,SYN,Tax bed be song miss. Public surface line court author.,892,Qatar,Normal,ryanvargas
54.49.220.19,38.77.246.168,32021,39757,UDP,307,2023-10-24 23:48:14,8954,RST,Bad control product hospital offer. Parent hospital smile admit new prevent around.,3471,Turkmenistan,Failed,wedwards
158.137.201.229,128.168.63.108,28904,1327,ICMP,609,2023-10-24 23:57:48,7199,FIN,Close party treat blood move summer. Majority front seven ago when chair second.,3306,Singapore,Failed,baxteralison
82.223.234.105,125.80.6.253,40591,53762,TCP,567,2023-10-24 18:46:51,4765,ACK,Particular against yet him case campaign. Money charge write off cultural light soon.,631,Greece,Normal,amber34
30.210.242.158,106.246.8.123,1802,3597,ICMP,656,2023-10-25 11:23:42,5514,RST,Call receive yeah dream with that. Lot international box authority state.,2706,Hong Kong,Suspicious,farmercory
94.147.252.91,20.123.208.144,64973,6460,TCP,317,2023-10-25 09:15:32,6869,RST,Type sound wife hear order crime. Partner paper identify most. Result to rich party.,625,Palestinian Territory,Suspicious,tbowman
50.23.231.136,59.42.62.20,37303,493,TCP,1178,2023-10-24 23:33:45,3387,ACK,Movie time occur back easy director. Ask possible writer field site. Relationship your sure their.,3148,Liberia,Normal,johnhunt
174.245.213.20,215.183.207.19,51566,34784,UDP,905,2023-10-24 16:41:09,7460,ACK,Deal relate place degree simple. Vote side down least. When without memory writer real movie those.,24,Antarctica (the territory South of 60 deg S),Failed,markhoffman
